JESS,123451234512346,1150225,139
DTV,032001402277001,1150220,140
HERM,123451234512345,1150223,107394
DTV,032001402277001,1150224,107395
MALS,703487034870348,1150225,107396
MALS,703487034870348,1150225,107397
HERM,123451234512345,1150222,107398
HERM,123451234512345,1150224,107399
MALS,703487034870348,1150223,147
HERM,123451234512345,1150221,107401
DIAM,032000601376001,1150220,149
HERM,123451234512345,1150223,107403
MALS,703487034870348,1150225,107404
HERM,123451234512345,1150222,152
JESS,123451234512346,1150221,107406
DTV,032001402277001,1150223,107407
KTNS,123451234512340,1150224,155
JESS,123451234512346,1150224,156
HERM,123451234512345,1150220,157
MALS,703487034870348,1150222,107411
HERM,123451234512345,1150223,107412
DTV,032001402277001,1150223,107413
DIAM,032000601376001,1150224,161
MALS,703487034870348,1150220,162
KTNS,123451234512340,1150224,163
KTNS,123451234512340,1150224,164
HANA,123451234512341,1150221,107418
KTNS,123451234512340,1150222,107419
HERM,123451234512345,1150222,167
DTV,032001402277001,1150225,168
MALS,703487034870348,1150222,107422
DTV,032001402277001,1150220,107423
JESS,123451234512346,1150221,107424
KTNS,123451234512340,1150223,107425
DIAM,032000601376001,1150222,173
DTV,032001402277001,1150222,174
DIAM,032000601376001,1150225,107428
KTNS,123451234512340,1150225,107429
DIAM,032000601376001,1150223,107430
KTNS,123451234512340,1150220,107431
KTNS,123451234512340,1150223,179
MALS,703487034870348,1150223,107433
JESS,123451234512346,1150222,107434
HANA,123451234512341,1150224,182
MALS,703487034870348,1150224,107436
DTV,032001402277001,1150223,184
DTV,032001402277001,1150221,107438
DTV,032001402277001,1150220,107439
KTNS,123451234512340,1150225,187
HANA,123451234512341,1150222,107441
JESS,123451234512346,1150221,107442
HANA,123451234512341,1150222,190
DIAM,032000601376001,1150223,107444
HERM,123451234512345,1150224,107445
KTNS,123451234512340,1150221,193
HERM,123451234512345,1150221,107447
HERM,123451234512345,1150222,107448
JESS,123451234512346,1150220,107449
KTNS,123451234512340,1150220,197
DIAM,032000601376001,1150220,198
DTV,032001402277001,1150223,199
DIAM,032000601376001,1150223,107453
MALS,703487034870348,1150222,201
DIAM,032000601376001,1150221,107455
JESS,123451234512346,1150220,107456
KTNS,123451234512340,1150224,107457
JESS,123451234512346,1150224,205
MALS,703487034870348,1150220,107459
MALS,703487034870348,1150220,107460
HANA,123451234512341,1150222,107461
KTNS,123451234512340,1150224,107462
DTV,032001402277001,1150223,107463
DIAM,032000601376001,1150223,211
JESS,123451234512346,1150221,107465
KTNS,123451234512340,1150225,107466
KTNS,123451234512340,1150223,107467
HANA,123451234512341,1150224,107468
HERM,123451234512345,1150220,216
DTV,032001402277001,1150225,107470
DTV,032001402277001,1150221,218
DTV,032001402277001,1150224,107472
KTNS,123451234512340,1150222,107473
DTV,032001402277001,1150221,107474
HERM,123451234512345,1150221,107475
DIAM,032000601376001,1150223,223
KTNS,123451234512340,1150221,224
JESS,123451234512346,1150223,225
DTV,032001402277001,1150221,226
DIAM,032000601376001,1150220,107480
HERM,123451234512345,1150225,228
DTV,032001402277001,1150225,229
HERM,123451234512345,1150221,230
JESS,123451234512346,1150224,231
DIAM,032000601376001,1150224,107485
MALS,703487034870348,1150225,107486
KTNS,123451234512340,1150224,234
MALS,703487034870348,1150224,107488
HANA,123451234512341,1150224,107489
HERM,123451234512345,1150221,237
DIAM,032000601376001,1150225,238
DTV,032001402277001,1150221,107492
HERM,123451234512345,1150225,107493
DTV,032001402277001,1150224,107494
MALS,703487034870348,1150223,242
DIAM,032000601376001,1150221,107496
HERM,123451234512345,1150223,244
MALS,703487034870348,1150220,107498
KTNS,123451234512340,1150223,107499
DTV,032001402277001,1150222,107500
DTV,032001402277001,1150220,107501
DTV,032001402277001,1150221,107502
DTV,032001402277001,1150225,250
DTV,032001402277001,1150223,107504
KTNS,123451234512340,1150225,252
HANA,123451234512341,1150224,253
KTNS,123451234512340,1150222,107507
KTNS,123451234512340,1150222,255
HANA,123451234512341,1150222,256
HERM,123451234512345,1150223,257
MALS,703487034870348,1150220,107511
MALS,703487034870348,1150225,107512
DIAM,032000601376001,1150220,107513
DTV,032001402277001,1150225,107514
HANA,123451234512341,1150225,107515
MALS,703487034870348,1150223,107516
MALS,703487034870348,1150221,107517
DTV,032001402277001,1150223,265
HERM,123451234512345,1150221,107519
JESS,123451234512346,1150221,107520
JESS,123451234512346,1150224,107521
HERM,123451234512345,1150224,269
HANA,123451234512341,1150222,270
DIAM,032000601376001,1150224,107524
MALS,703487034870348,1150224,107525
HERM,123451234512345,1150221,107526
MALS,703487034870348,1150222,274
KTNS,123451234512340,1150225,107528
HANA,123451234512341,1150221,276
HERM,123451234512345,1150225,277
HANA,123451234512341,1150224,278
MALS,703487034870348,1150224,107532
HANA,123451234512341,1150225,107533
HANA,123451234512341,1150224,281
MALS,703487034870348,1150225,107535
HANA,123451234512341,1150221,283
HERM,123451234512345,1150222,284
HERM,123451234512345,1150224,285
DTV,032001402277001,1150224,286
JESS,123451234512346,1150223,107540
HANA,123451234512341,1150222,288
KTNS,123451234512340,1150220,289
DTV,032001402277001,1150224,290
JESS,123451234512346,1150220,107544
KTNS,123451234512340,1150225,107545
HANA,123451234512341,1150221,107546
JESS,123451234512346,1150221,107547
HANA,123451234512341,1150220,295
DIAM,032000601376001,1150225,107549
DIAM,032000601376001,1150221,107550
HERM,123451234512345,1150220,107551
HANA,123451234512341,1150223,299
DTV,032001402277001,1150220,107553
JESS,123451234512346,1150222,107554
HERM,123451234512345,1150221,302
JESS,123451234512346,1150223,107556
HANA,123451234512341,1150220,107557
HANA,123451234512341,1150224,107558
DIAM,032000601376001,1150220,306
KTNS,123451234512340,1150222,307
DIAM,032000601376001,1150225,107561
MALS,703487034870348,1150224,309
JESS,123451234512346,1150223,310
HERM,123451234512345,1150225,107564
HERM,123451234512345,1150223,107565
DIAM,032000601376001,1150224,313
KTNS,123451234512340,1150222,107567
DTV,032001402277001,1150220,107568
MALS,703487034870348,1150225,107569
MALS,703487034870348,1150224,317
HANA,123451234512341,1150223,107571
DIAM,032000601376001,1150220,107572
KTNS,123451234512340,1150223,320
DIAM,032000601376001,1150223,321
HANA,123451234512341,1150221,107575
JESS,123451234512346,1150221,323
HANA,123451234512341,1150221,107577
DIAM,032000601376001,1150221,107578
DIAM,032000601376001,1150220,107579
MALS,703487034870348,1150220,327
MALS,703487034870348,1150223,328
DTV,032001402277001,1150221,329
HANA,123451234512341,1150220,107583
HERM,123451234512345,1150221,107584
DIAM,032000601376001,1150223,332
HANA,123451234512341,1150224,107586
KTNS,123451234512340,1150222,107587
MALS,703487034870348,1150224,335
HANA,123451234512341,1150220,336
HANA,123451234512341,1150224,337
MALS,703487034870348,1150222,107591
MALS,703487034870348,1150221,339
HERM,123451234512345,1150220,340
HANA,123451234512341,1150224,341
HANA,123451234512341,1150224,107595
HERM,123451234512345,1150222,107596
HERM,123451234512345,1150224,107597
HERM,123451234512345,1150223,107598
DTV,032001402277001,1150221,346
HANA,123451234512341,1150222,107600
HERM,123451234512345,1150222,107601
HANA,123451234512341,1150220,107602
DIAM,032000601376001,1150220,107603
KTNS,123451234512340,1150220,107604
MALS,703487034870348,1150224,352
DTV,032001402277001,1150224,107606
DIAM,032000601376001,1150224,107607
DTV,032001402277001,1150222,355
JESS,123451234512346,1150220,107609
KTNS,123451234512340,1150222,107610
HERM,123451234512345,1150220,107611
HERM,123451234512345,1150223,359
JESS,123451234512346,1150221,107613
DTV,032001402277001,1150224,361
HERM,123451234512345,1150224,362
JESS,123451234512346,1150222,363
HERM,123451234512345,1150223,364
MALS,703487034870348,1150225,107618
MALS,703487034870348,1150220,107619
DTV,032001402277001,1150221,367
JESS,123451234512346,1150221,107621
DTV,032001402277001,1150225,107622
KTNS,123451234512340,1150220,107623
HANA,123451234512341,1150221,107624
DTV,032001402277001,1150224,107625
DIAM,032000601376001,1150221,107626
KTNS,123451234512340,1150223,374
DTV,032001402277001,1150225,375
MALS,703487034870348,1150220,107629
DIAM,032000601376001,1150220,107630
MALS,703487034870348,1150225,378
KTNS,123451234512340,1150225,107632
HERM,123451234512345,1150223,380
DIAM,032000601376001,1150225,381
DIAM,032000601376001,1150223,107635
DIAM,032000601376001,1150222,107636
DTV,032001402277001,1150222,107637
DTV,032001402277001,1150223,385
DIAM,032000601376001,1150225,107639
DIAM,032000601376001,1150222,107640
DTV,032001402277001,1150222,107641
DIAM,032000601376001,1150220,107642
HERM,123451234512345,1150225,107643
DIAM,032000601376001,1150221,107644
DIAM,032000601376001,1150221,107645
KTNS,123451234512340,1150220,393
HANA,123451234512341,1150222,394
HANA,123451234512341,1150221,107648
KTNS,123451234512340,1150220,107649
MALS,703487034870348,1150221,397
HERM,123451234512345,1150222,398
MALS,703487034870348,1150220,107652
JESS,123451234512346,1150221,107653
HERM,123451234512345,1150225,107654
DIAM,032000601376001,1150225,107655
JESS,123451234512346,1150224,107656
DIAM,032000601376001,1150221,107657
DTV,032001402277001,1150222,107658
HANA,123451234512341,1150224,107659
KTNS,123451234512340,1150225,107660
DIAM,032000601376001,1150224,107661
DTV,032001402277001,1150221,107662
DIAM,032000601376001,1150224,107663
JESS,123451234512346,1150224,107664
HANA,123451234512341,1150222,107665
KTNS,123451234512340,1150220,107666
MALS,703487034870348,1150224,107667
DIAM,032000601376001,1150221,107668
MALS,703487034870348,1150221,107669
HANA,123451234512341,1150220,417
DTV,032001402277001,1150224,107671
JESS,123451234512346,1150225,107672
DIAM,032000601376001,1150222,107673
JESS,123451234512346,1150225,107674
HANA,123451234512341,1150221,422
DTV,032001402277001,1150222,107676
JESS,123451234512346,1150224,107677
KTNS,123451234512340,1150220,107678
DTV,032001402277001,1150221,107679
DTV,032001402277001,1150223,107680
HERM,123451234512345,1150221,428
MALS,703487034870348,1150222,107682
DTV,032001402277001,1150220,107683
DTV,032001402277001,1150223,431
HERM,123451234512345,1150225,107685
HANA,123451234512341,1150220,433
MALS,703487034870348,1150223,434
JESS,123451234512346,1150220,107688
MALS,703487034870348,1150222,107689
MALS,703487034870348,1150223,107690
HANA,123451234512341,1150220,107691
MALS,703487034870348,1150221,107692
KTNS,123451234512340,1150220,107693
HERM,123451234512345,1150220,441
DIAM,032000601376001,1150221,442
DTV,032001402277001,1150225,107696
MALS,703487034870348,1150224,107697
HERM,123451234512345,1150221,445
KTNS,123451234512340,1150225,446
HANA,123451234512341,1150224,107700
JESS,123451234512346,1150221,448
MALS,703487034870348,1150222,107702
HERM,123451234512345,1150224,450
KTNS,123451234512340,1150224,451
HERM,123451234512345,1150222,452
JESS,123451234512346,1150222,107706
DTV,032001402277001,1150223,454
HERM,123451234512345,1150220,107708
MALS,703487034870348,1150222,107709
HERM,123451234512345,1150223,107710
HERM,123451234512345,1150223,107711
DTV,032001402277001,1150222,459
MALS,703487034870348,1150220,460
HERM,123451234512345,1150222,107714
DIAM,032000601376001,1150224,462
DIAM,032000601376001,1150222,107716
DTV,032001402277001,1150222,107717
HANA,123451234512341,1150221,107718
HANA,123451234512341,1150220,107719
MALS,703487034870348,1150222,467
KTNS,123451234512340,1150225,107721
HANA,123451234512341,1150220,469
HANA,123451234512341,1150223,470
HERM,123451234512345,1150222,471
JESS,123451234512346,1150224,107725
MALS,703487034870348,1150224,107726
KTNS,123451234512340,1150225,474
DIAM,032000601376001,1150223,475
HERM,123451234512345,1150221,476
DTV,032001402277001,1150225,107730
DTV,032001402277001,1150223,107731
DTV,032001402277001,1150220,107732
DIAM,032000601376001,1150222,480
KTNS,123451234512340,1150221,107734
JESS,123451234512346,1150225,107735
HERM,123451234512345,1150222,483
HANA,123451234512341,1150222,107737
HANA,123451234512341,1150221,107738
HERM,123451234512345,1150222,107739
DIAM,032000601376001,1150225,107740
DTV,032001402277001,1150223,488
MALS,703487034870348,1150224,489
HANA,123451234512341,1150221,490
DTV,032001402277001,1150224,491
HERM,123451234512345,1150222,107745
KTNS,123451234512340,1150221,107746
HERM,123451234512345,1150220,494
DTV,032001402277001,1150225,107748
HANA,123451234512341,1150223,107749
MALS,703487034870348,1150222,107750
DIAM,032000601376001,1150225,498
MALS,703487034870348,1150223,499
JESS,123451234512346,1150222,500
KTNS,123451234512340,1150225,107754
DTV,032001402277001,1150223,502
KTNS,123451234512340,1150220,107756
DTV,032001402277001,1150223,107757
DIAM,032000601376001,1150225,505
HANA,123451234512341,1150224,107759
HANA,123451234512341,1150222,107760
MALS,703487034870348,1150220,107761
MALS,703487034870348,1150224,107762
JESS,123451234512346,1150225,107763
DTV,032001402277001,1150224,107764
DIAM,032000601376001,1150225,512
JESS,123451234512346,1150223,107766
HERM,123451234512345,1150220,514
HANA,123451234512341,1150224,515
KTNS,123451234512340,1150225,516
DIAM,032000601376001,1150223,107770
DTV,032001402277001,1150221,107771
HANA,123451234512341,1150222,519
MALS,703487034870348,1150221,520
DTV,032001402277001,1150221,107774
JESS,123451234512346,1150222,107775
DTV,032001402277001,1150220,107776
DTV,032001402277001,1150222,524
DTV,032001402277001,1150220,525
JESS,123451234512346,1150220,107779
HANA,123451234512341,1150225,107780
HANA,123451234512341,1150221,107781
MALS,703487034870348,1150225,529
JESS,123451234512346,1150220,107783
DIAM,032000601376001,1150223,531
DTV,032001402277001,1150224,532
JESS,123451234512346,1150224,107786
HANA,123451234512341,1150223,107787
KTNS,123451234512340,1150223,107788
HANA,123451234512341,1150225,107789
DIAM,032000601376001,1150222,107790
JESS,123451234512346,1150222,538
HERM,123451234512345,1150224,539
DTV,032001402277001,1150223,107793
HERM,123451234512345,1150221,541
DTV,032001402277001,1150223,107795
MALS,703487034870348,1150220,107796
KTNS,123451234512340,1150225,107797
HERM,123451234512345,1150221,107798
MALS,703487034870348,1150222,546
MALS,703487034870348,1150220,107800
HERM,123451234512345,1150221,548
HANA,123451234512341,1150222,107802
KTNS,123451234512340,1150225,550
JESS,123451234512346,1150223,107804
HANA,123451234512341,1150220,552
HANA,123451234512341,1150221,107806
DIAM,032000601376001,1150222,107807
DTV,032001402277001,1150221,555
DTV,032001402277001,1150221,107809
DTV,032001402277001,1150222,107810
MALS,703487034870348,1150220,558
DIAM,032000601376001,1150224,559
KTNS,123451234512340,1150220,560
MALS,703487034870348,1150221,107814
DIAM,032000601376001,1150223,107815
JESS,123451234512346,1150222,563
MALS,703487034870348,1150223,107817
DTV,032001402277001,1150225,107818
DIAM,032000601376001,1150225,107819
KTNS,123451234512340,1150225,107820
HANA,123451234512341,1150222,107821
DIAM,032000601376001,1150220,107822
KTNS,123451234512340,1150223,107823
MALS,703487034870348,1150224,107824
DTV,032001402277001,1150223,107825
JESS,123451234512346,1150221,573
HERM,123451234512345,1150223,574
MALS,703487034870348,1150224,107828
KTNS,123451234512340,1150224,576
DIAM,032000601376001,1150222,577
JESS,123451234512346,1150221,578
DIAM,032000601376001,1150220,107832
DIAM,032000601376001,1150225,107833
JESS,123451234512346,1150222,107834
HERM,123451234512345,1150222,582
KTNS,123451234512340,1150224,583
HANA,123451234512341,1150224,107837
DTV,032001402277001,1150221,585
HANA,123451234512341,1150225,107839
HERM,123451234512345,1150223,587
MALS,703487034870348,1150222,588
MALS,703487034870348,1150222,107842
MALS,703487034870348,1150223,107843
DIAM,032000601376001,1150224,591
HERM,123451234512345,1150221,107845
KTNS,123451234512340,1150224,107846
JESS,123451234512346,1150223,594
JESS,123451234512346,1150220,595
MALS,703487034870348,1150223,596
KTNS,123451234512340,1150221,597
HANA,123451234512341,1150224,598
JESS,123451234512346,1150225,107852
KTNS,123451234512340,1150223,107853
HERM,123451234512345,1150221,107854
JESS,123451234512346,1150220,602
HERM,123451234512345,1150220,603
DTV,032001402277001,1150221,107857
HANA,123451234512341,1150221,605
MALS,703487034870348,1150224,107859
DTV,032001402277001,1150220,607
KTNS,123451234512340,1150222,107861
KTNS,123451234512340,1150223,107862
HERM,123451234512345,1150222,107863
DTV,032001402277001,1150223,107864
HANA,123451234512341,1150222,107865
JESS,123451234512346,1150222,107866
KTNS,123451234512340,1150222,107867
KTNS,123451234512340,1150224,615
KTNS,123451234512340,1150223,107869
JESS,123451234512346,1150223,617
HERM,123451234512345,1150225,107871
MALS,703487034870348,1150220,619
MALS,703487034870348,1150224,620
HANA,123451234512341,1150223,107874
JESS,123451234512346,1150224,107875
HERM,123451234512345,1150223,107876
DTV,032001402277001,1150225,107877
HANA,123451234512341,1150220,107878
HANA,123451234512341,1150223,107879
DTV,032001402277001,1150224,627
MALS,703487034870348,1150224,628
HERM,123451234512345,1150221,107882
DTV,032001402277001,1150224,630
MALS,703487034870348,1150220,631
KTNS,123451234512340,1150221,107885
DTV,032001402277001,1150223,633
KTNS,123451234512340,1150223,634
KTNS,123451234512340,1150220,107888
DTV,032001402277001,1150225,636
DTV,032001402277001,1150222,107890
HERM,123451234512345,1150223,638
JESS,123451234512346,1150225,107892
HERM,123451234512345,1150224,107893
DIAM,032000601376001,1150223,107894
DTV,032001402277001,1150220,107895
HANA,123451234512341,1150221,643
HANA,123451234512341,1150221,107897
DTV,032001402277001,1150222,107898
DIAM,032000601376001,1150220,107899
HERM,123451234512345,1150221,107900
HERM,123451234512345,1150225,648
HANA,123451234512341,1150220,649
JESS,123451234512346,1150220,650
JESS,123451234512346,1150222,651
HERM,123451234512345,1150223,652
HANA,123451234512341,1150221,107906
KTNS,123451234512340,1150225,654
DTV,032001402277001,1150224,107908
DTV,032001402277001,1150221,656
DTV,032001402277001,1150224,107910
DTV,032001402277001,1150225,658
JESS,123451234512346,1150220,107912
DIAM,032000601376001,1150220,107913
KTNS,123451234512340,1150224,107914
KTNS,123451234512340,1150220,662
MALS,703487034870348,1150220,663
KTNS,123451234512340,1150222,664
DIAM,032000601376001,1150221,107918
DTV,032001402277001,1150224,107919
HERM,123451234512345,1150220,667
JESS,123451234512346,1150224,668
JESS,123451234512346,1150221,669
KTNS,123451234512340,1150222,107923
HANA,123451234512341,1150220,107924
JESS,123451234512346,1150220,107925
KTNS,123451234512340,1150225,673
HERM,123451234512345,1150223,674
KTNS,123451234512340,1150223,107928
HANA,123451234512341,1150220,107929
HANA,123451234512341,1150221,107930
MALS,703487034870348,1150224,107931
MALS,703487034870348,1150225,679
HERM,123451234512345,1150221,680
DIAM,032000601376001,1150222,681
MALS,703487034870348,1150223,682
DIAM,032000601376001,1150222,683
MALS,703487034870348,1150222,684
DIAM,032000601376001,1150223,107938
HERM,123451234512345,1150224,686
HERM,123451234512345,1150224,107940
JESS,123451234512346,1150223,688
MALS,703487034870348,1150225,689
MALS,703487034870348,1150224,107943
DTV,032001402277001,1150224,691
MALS,703487034870348,1150223,692
JESS,123451234512346,1150222,693
HERM,123451234512345,1150221,107947
KTNS,123451234512340,1150222,107948
DIAM,032000601376001,1150225,107949
JESS,123451234512346,1150225,107950
HERM,123451234512345,1150223,107951
MALS,703487034870348,1150221,107952
HANA,123451234512341,1150223,700
MALS,703487034870348,1150223,107954
DIAM,032000601376001,1150222,107955
HERM,123451234512345,1150221,703
MALS,703487034870348,1150223,704
HANA,123451234512341,1150222,107958
DIAM,032000601376001,1150224,706
JESS,123451234512346,1150220,107960
HANA,123451234512341,1150225,708
MALS,703487034870348,1150225,107962
DTV,032001402277001,1150224,710
DTV,032001402277001,1150223,107964
HERM,123451234512345,1150221,712
DTV,032001402277001,1150222,713
DTV,032001402277001,1150221,107967
DTV,032001402277001,1150223,107968
JESS,123451234512346,1150220,716
JESS,123451234512346,1150220,107970
HANA,123451234512341,1150223,107971
KTNS,123451234512340,1150224,107972
HANA,123451234512341,1150222,107973
JESS,123451234512346,1150224,107974
DIAM,032000601376001,1150223,722
DTV,032001402277001,1150224,107976
DTV,032001402277001,1150223,107977
KTNS,123451234512340,1150221,107978
HERM,123451234512345,1150222,107979
JESS,123451234512346,1150222,107980
HERM,123451234512345,1150224,728
MALS,703487034870348,1150225,729
HERM,123451234512345,1150222,107983
KTNS,123451234512340,1150222,107984
DTV,032001402277001,1150223,732
HANA,123451234512341,1150220,107986
KTNS,123451234512340,1150225,107987
DIAM,032000601376001,1150225,107988
DIAM,032000601376001,1150221,107989
DTV,032001402277001,1150224,737
HERM,123451234512345,1150225,738
KTNS,123451234512340,1150222,739
DIAM,032000601376001,1150222,740
MALS,703487034870348,1150224,741
KTNS,123451234512340,1150220,742
JESS,123451234512346,1150220,107996
KTNS,123451234512340,1150220,744
MALS,703487034870348,1150224,745
KTNS,123451234512340,1150221,107999
HERM,123451234512345,1150224,747
MALS,703487034870348,1150225,108001
HERM,123451234512345,1150223,108002
HANA,123451234512341,1150222,108003
HANA,123451234512341,1150224,751
DTV,032001402277001,1150225,108005
DIAM,032000601376001,1150220,108006
DIAM,032000601376001,1150223,754
HERM,123451234512345,1150224,108008
DTV,032001402277001,1150222,108009
KTNS,123451234512340,1150225,108010
DTV,032001402277001,1150220,758
MALS,703487034870348,1150225,759
DTV,032001402277001,1150224,760
JESS,123451234512346,1150224,108014
KTNS,123451234512340,1150224,108015
KTNS,123451234512340,1150220,108016
DIAM,032000601376001,1150225,764
JESS,123451234512346,1150220,108018
DIAM,032000601376001,1150222,766
MALS,703487034870348,1150224,108020
MALS,703487034870348,1150225,108021
DIAM,032000601376001,1150225,108022
HANA,123451234512341,1150221,770
DTV,032001402277001,1150222,771
KTNS,123451234512340,1150224,108025
DIAM,032000601376001,1150223,773
KTNS,123451234512340,1150221,108027
DTV,032001402277001,1150224,775
DTV,032001402277001,1150224,108029
HERM,123451234512345,1150223,108030
KTNS,123451234512340,1150220,108031
KTNS,123451234512340,1150222,779
DTV,032001402277001,1150224,108033
HANA,123451234512341,1150221,781
HANA,123451234512341,1150225,108035
JESS,123451234512346,1150221,108036
HERM,123451234512345,1150220,108037
JESS,123451234512346,1150222,108038
JESS,123451234512346,1150224,108039
HANA,123451234512341,1150222,787
JESS,123451234512346,1150225,108041
HANA,123451234512341,1150224,108042
HERM,123451234512345,1150220,108043
HERM,123451234512345,1150222,108044
MALS,703487034870348,1150221,108045
DTV,032001402277001,1150224,108046
DIAM,032000601376001,1150222,108047
HANA,123451234512341,1150223,108048
DTV,032001402277001,1150220,108049
HERM,123451234512345,1150223,797
HERM,123451234512345,1150222,798
JESS,123451234512346,1150222,799
KTNS,123451234512340,1150224,800
HANA,123451234512341,1150220,108054
KTNS,123451234512340,1150223,802
KTNS,123451234512340,1150225,108056
DTV,032001402277001,1150223,108057
MALS,703487034870348,1150222,108058
JESS,123451234512346,1150223,806
KTNS,123451234512340,1150222,108060
MALS,703487034870348,1150220,808
DIAM,032000601376001,1150225,108062
KTNS,123451234512340,1150223,108063
DIAM,032000601376001,1150221,108064
DTV,032001402277001,1150223,108065
MALS,703487034870348,1150220,108066
HERM,123451234512345,1150225,108067
HERM,123451234512345,1150220,108068
HERM,123451234512345,1150223,816
KTNS,123451234512340,1150225,108070
HERM,123451234512345,1150223,818
HERM,123451234512345,1150221,108072
JESS,123451234512346,1150223,108073
HANA,123451234512341,1150220,108074
JESS,123451234512346,1150223,108075
DTV,032001402277001,1150220,108076
MALS,703487034870348,1150225,824
HANA,123451234512341,1150224,825
KTNS,123451234512340,1150220,108079
DTV,032001402277001,1150222,827
JESS,123451234512346,1150221,108081
JESS,123451234512346,1150224,108082
